date,inflasi,sukubunga,kurs,ipi
2023-08-01,0.5501383358399201,0.0,0.13949885460977252,1.7087863156144463
2023-09-01,-1.0304178353827076,0.0,0.31404728108052304,1.2223434958409907
2023-10-01,1.1090090262169823,0.24656020541877732,0.23890787857612072,1.514209187705064
2023-11-01,0.01746470907428288,0.0,0.5849805762481428,1.1250549318862997
2023-12-01,-0.48027949954278726,0.0,-0.3725918253998002,0.7359006760675352
2024-01-01,0.18337944527997335,0.0,-0.0915776249550535,0.4440349842034618
2024-02-01,0.1921117998171151,0.0,0.1817602613640099,-0.33427352743406713
2024-03-01,0.10478825444569881,0.0,0.06676365554460428,0.4440349842034618
2024-04-01,-0.30563240879995535,0.2465602054187772,0.11538276718458707,-0.7234277832528315
2024-05-01,-0.09605589990855778,0.0,0.6229763732235676,1.1250549318862997
